path,split,class,class_es,size_bytes
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439.JPG_7b399779-3aaf-4760-8eb6-a4aba06519ee.JPG,val,Tomato___Early_blight,Tizón temprano,10843
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/8b2de2f4-1f12-46a7-ae3c-85fe9bd6ab6e___RS_Erly.B 7574.JPG,val,Tomato___Early_blight,Tizón temprano,15179
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/533debcd-c993-4c11-8515-9ec280cdc023___RS_Erly.B 7389.JPG,val,Tomato___Early_blight,Tizón temprano,15994
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/d44e75f7-59ac-4296-ac62-893125ddf04e___RS_Erly.B 7856.JPG,val,Tomato___Early_blight,Tizón temprano,18159
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/95de9f94-ddb1-4303-b3d9-a3ad2b430bbf___RS_Erly.B 9554.JPG,val,Tomato___Early_blight,Tizón temprano,13557
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e___RS_Erly.B 7532.JPG,val,Tomato___Early_blight,Tizón temprano,12473
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/8f6562ec-69b1-4d97-85be-844034c98c4d___RS_Erly.B 7569.JPG,val,Tomato___Early_blight,Tizón temprano,14724
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440.JPG_ad8df3fb-424e-4896-b34a-e8cdcb01a41e.JPG,val,Tomato___Early_blight,Tizón temprano,13309
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/fb956247-8c0b-486a-b491-4d49e77e598e___RS_Erly.B 7842.JPG,val,Tomato___Early_blight,Tizón temprano,18107
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/4e3c2c95-69ca-41d4-9b08-4e0bb7f425eb___RS_Erly.B 7469.JPG,val,Tomato___Early_blight,Tizón temprano,13138
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440.JPG,val,Tomato___Early_blight,Tizón temprano,13309
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/4845b02b-1b59-454b-8aae-c4df6c02cbd8___RS_Erly.B 7660.JPG,val,Tomato___Early_blight,Tizón temprano,13343
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/a48e8b60-3636-4f7e-8ce2-d6625d866720___RS_Erly.B 7458.JPG,val,Tomato___Early_blight,Tizón temprano,13025
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_4c5f5a51-0ea2-477b-a0bf-e0d511f53e87___RS_Erly.B 6397.JPG_26d831ea-49a8-47cf-9a3f-d1ddbde672f6.JPG,val,Tomato___Early_blight,Tizón temprano,14270
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/d032b2d0-3c5b-4f1d-9532-4fd09cbd5482___RS_Erly.B 7689.JPG,val,Tomato___Early_blight,Tizón temprano,20519
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/9cb2abac-0c5b-4b49-ad84-d97805de271c___RS_Erly.B 7457.JPG,val,Tomato___Early_blight,Tizón temprano,14409
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/ca408b6b-bc8b-45a0-a04e-f0341169524c___RS_Erly.B 7640.JPG,val,Tomato___Early_blight,Tizón temprano,10548
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/82b12772-f0ea-4d47-9e1e-8f03bb1c20c5___RS_Erly.B 7429.JPG,val,Tomato___Early_blight,Tizón temprano,18094
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/9a2960cc-21cf-470c-990e-e315699c2029___RS_Erly.B 9467.JPG,val,Tomato___Early_blight,Tizón temprano,15761
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b450abe9-9282-42a8-af4d-3fa7da258f40___RS_Erly.B 7735.JPG,val,Tomato___Early_blight,Tizón temprano,18514
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/313ff9e3-e43c-45b6-9879-b76a1e040eef___RS_Erly.B 8454.JPG,val,Tomato___Early_blight,Tizón temprano,19204
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/be03b7aa-4c59-4ea9-b3cc-33a93a34b402___RS_Erly.B 7742.JPG,val,Tomato___Early_blight,Tizón temprano,23173
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/591ec786-c9bb-4054-be3a-055f0dbecbd2___RS_Erly.B 7416.JPG,val,Tomato___Early_blight,Tizón temprano,10266
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/1dad664e-ec73-474e-aaf9-a832ca212e3f___RS_Erly.B 7533.JPG,val,Tomato___Early_blight,Tizón temprano,14302
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339.JPG,val,Tomato___Early_blight,Tizón temprano,13525
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f8374b63-016a-4b76-9ca8-df348cb44564___RS_Erly.B 7688.JPG,val,Tomato___Early_blight,Tizón temprano,16379
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/29e36e1e-0857-4985-8d33-505290dff591___RS_Erly.B 6343.JPG,val,Tomato___Early_blight,Tizón temprano,12866
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/87b7f08f-2ea2-4fce-bd6a-7aeee641652d___RS_Erly.B 8413.JPG,val,Tomato___Early_blight,Tizón temprano,16499
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f0763973-1898-4ae6-9350-c9b61976c600___RS_Erly.B 6456.JPG,val,Tomato___Early_blight,Tizón temprano,13774
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/4eccde8f-4b47-4e5e-b0aa-9eaa67b20126___RS_Erly.B 8417.JPG,val,Tomato___Early_blight,Tizón temprano,18036
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/8405be22-ecbb-4cec-a87d-e0d454b9926d___RS_Erly.B 7847.JPG,val,Tomato___Early_blight,Tizón temprano,17725
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/6797ee0c-20a8-4a39-ab57-f65eb9c57885___RS_Erly.B 7647.JPG,val,Tomato___Early_blight,Tizón temprano,11956
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/c6e96373-484c-45da-b043-0a294a59ad2c___RS_Erly.B 7401.JPG,val,Tomato___Early_blight,Tizón temprano,15912
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/757b49d0-db8e-4352-820a-9f0bdb7d2657___RS_Erly.B 7748.JPG,val,Tomato___Early_blight,Tizón temprano,18175
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/cfe67544-6d8c-48e5-af01-51732c571cb5___RS_Erly.B 8291.JPG,val,Tomato___Early_blight,Tizón temprano,15998
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_5bd6338a-0f10-457b-a7bd-69f2ee7c6504___RS_Erly.B 9534.JPG_d924406a-1ccd-44db-a17d-55d91079f362.JPG,val,Tomato___Early_blight,Tizón temprano,13986
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,val,Tomato___Early_blight,Tizón temprano,16461
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_0e39c18a-9e04-4f6b-b557-dc0e944d22e5___RS_Erly.B 9501.JPG_4e195540-2963-45b7-9aa2-f73c4607cc22.JPG,val,Tomato___Early_blight,Tizón temprano,17299
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_d94db5d9-2492-4680-bd2d-8ad66287243d___RS_Erly.B 7612.JPG_e119bafc-a107-4be9-9fe9-afe0ed23d18d.JPG,val,Tomato___Early_blight,Tizón temprano,9449
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/29645def-a571-4442-8f95-d7ebf71befde___RS_Erly.B 7751.JPG,val,Tomato___Early_blight,Tizón temprano,20246
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/24379205-969e-4cd0-9232-176c83364d60___RS_Erly.B 7617.JPG,val,Tomato___Early_blight,Tizón temprano,15112
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b86c17e0-d24a-4edf-a67f-c16c421d36ae___RS_Erly.B 7746.JPG,val,Tomato___Early_blight,Tizón temprano,24084
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/c684e255-de5d-4905-b934-962180be33cb___RS_Erly.B 7353.JPG,val,Tomato___Early_blight,Tizón temprano,16078
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/552787d3-3937-4ee5-9824-6b78e90e5cbb___RS_Erly.B 7510.JPG,val,Tomato___Early_blight,Tizón temprano,10775
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/d60c253c-b97e-4076-8eac-bae34e1bbdc9___RS_Erly.B 7749.JPG,val,Tomato___Early_blight,Tizón temprano,19394
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_1ba88993-c3f8-462d-bd1b-e10819b9c96f___RS_Erly.B 8396.JPG_fa812c76-14a1-499f-b9ea-e9503c26c633.JPG,val,Tomato___Early_blight,Tizón temprano,18531
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b6d8ce15-f786-4998-a67c-1390da696a07___RS_Erly.B 9521.JPG,val,Tomato___Early_blight,Tizón temprano,12755
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/d53bdcff-1ea7-46c7-9d46-701d104bf130___RS_Erly.B 8353.JPG,val,Tomato___Early_blight,Tizón temprano,16120
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578.JPG,val,Tomato___Early_blight,Tizón temprano,12605
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/6c5baf51-ae97-41dd-9728-1995177e3b6a___RS_Erly.B 7723.JPG,val,Tomato___Early_blight,Tizón temprano,16475
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f834c581-d183-4a7a-98a5-77e8e2cbfa69___RS_Erly.B 7722.JPG,val,Tomato___Early_blight,Tizón temprano,15195
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f8aaa5e3-fe38-4815-8f1d-8ca71db15a8f___RS_Erly.B 7511.JPG,val,Tomato___Early_blight,Tizón temprano,12702
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/583a02eb-f2f2-4a62-8455-f77e08fc19c4___RS_Erly.B 8266.JPG,val,Tomato___Early_blight,Tizón temprano,16833
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b559ff8f-efd7-4897-8596-69447c2e6b89___RS_Erly.B 6409.JPG,val,Tomato___Early_blight,Tizón temprano,13062
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_239213d8-587b-48a8-bfdf-03157ba8e95d___RS_Erly.B 6385.JPG_2831ea3c-931d-4b1d-8780-65f92489c7ea.JPG,val,Tomato___Early_blight,Tizón temprano,13105
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/ac57ab70-6d8c-4065-8bab-3a88b5239aea___RS_Erly.B 7408.JPG,val,Tomato___Early_blight,Tizón temprano,14340
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/54b09b2b-afe1-42ab-b889-7190495f1e16___RS_Erly.B 7684.JPG,val,Tomato___Early_blight,Tizón temprano,18116
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_90c69e4c-c526-4f72-b0b0-4127fc6acb0a___RS_Erly.B 7782.JPG_9120fc21-ed0e-4957-8990-a6546670c7bb.JPG,val,Tomato___Early_blight,Tizón temprano,21291
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/fcf97241-bd84-4829-b326-72590a3f4f59___RS_Erly.B 7555.JPG,val,Tomato___Early_blight,Tizón temprano,12439
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/676eb874-87e8-4f5d-bd38-013799c31996___RS_Erly.B 6458.JPG,val,Tomato___Early_blight,Tizón temprano,15382
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/71ec70cc-dfa7-4798-8970-80edfa6435f2___RS_Erly.B 7484.JPG,val,Tomato___Early_blight,Tizón temprano,17130
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/30480c06-fc07-47f2-8059-51d08240aad8___RS_Erly.B 9528.JPG,val,Tomato___Early_blight,Tizón temprano,12327
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/498e5205-4421-4ec6-80b5-e4f79156b1c5___RS_Erly.B 7362.JPG,val,Tomato___Early_blight,Tizón temprano,13380
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/a3611dae-1359-41af-b506-0b012c37a451___RS_Erly.B 7368.JPG,val,Tomato___Early_blight,Tizón temprano,10446
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/efb0d54f-53c7-4a6a-a194-2bd449799c8c___RS_Erly.B 7726.JPG,val,Tomato___Early_blight,Tizón temprano,20246
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/3596fc7f-e79e-44f5-862a-f177db2960f6___RS_Erly.B 6386.JPG,val,Tomato___Early_blight,Tizón temprano,12187
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/69eba018-9404-4e15-ad5f-75830ea4cbc9___RS_Erly.B 7691.JPG,val,Tomato___Early_blight,Tizón temprano,18070
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/eaaea397-5e49-47e8-adad-f9a17e1cce65___RS_Erly.B 6487.JPG,val,Tomato___Early_blight,Tizón temprano,15177
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/30546f58-8d3a-4318-87d1-322427a12380___RS_Erly.B 7404.JPG,val,Tomato___Early_blight,Tizón temprano,12396
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/7a5ff9e1-b55d-490c-ac89-8b5003e407d9___RS_Erly.B 8231.JPG,val,Tomato___Early_blight,Tizón temprano,16748
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/fbe86131-6873-460e-880a-6ee8576b6bc9___RS_Erly.B 7551.JPG,val,Tomato___Early_blight,Tizón temprano,13050
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/77c9e1e4-286a-4ae0-aa62-87f99781a6fa___RS_Erly.B 7864.JPG,val,Tomato___Early_blight,Tizón temprano,19252
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/5592a349-b19a-4fe8-a131-a89bbae8b655___RS_Erly.B 7474.JPG,val,Tomato___Early_blight,Tizón temprano,13338
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b5795f23-792b-47ef-bd5e-5a2a4a01bdc6___RS_Erly.B 7501.JPG,val,Tomato___Early_blight,Tizón temprano,12510
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/21ad39db-c205-4220-a7e6-566042e70007___RS_Erly.B 7633.JPG,val,Tomato___Early_blight,Tizón temprano,13812
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/c21e480d-8263-4b9c-b429-4beceb2cb7d0___RS_Erly.B 8292.JPG,val,Tomato___Early_blight,Tizón temprano,20938
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/ec5d1d0a-2909-4c2d-81d5-4bbed298167b___RS_Erly.B 6340.JPG,val,Tomato___Early_blight,Tizón temprano,14333
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/468dba17-366a-422f-b3b6-061261942b0d___RS_Erly.B 7853.JPG,val,Tomato___Early_blight,Tizón temprano,24618
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/7763d482-8290-46f4-83aa-edb87ae15297___RS_Erly.B 7766.JPG,val,Tomato___Early_blight,Tizón temprano,17494
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_7a255c73-1a41-47f8-8705-dee13a9a5827___RS_Erly.B 9399.JPG_4867941e-bda9-49e4-a4cf-bf9e03a21eba.JPG,val,Tomato___Early_blight,Tizón temprano,18471
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565.JPG,val,Tomato___Early_blight,Tizón temprano,13168
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B 7609.JPG,val,Tomato___Early_blight,Tizón temprano,14971
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/30e6be40-743f-49c1-a736-e279d53ffdd7___RS_Erly.B 7862.JPG,val,Tomato___Early_blight,Tizón temprano,21369
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372.JPG_8cbe4709-1c4a-4956-911f-e97b3eab722c.JPG,val,Tomato___Early_blight,Tizón temprano,12114
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/ef68398c-ec92-4e44-961a-5ec1a29d3c28___RS_Erly.B 9620.JPG,val,Tomato___Early_blight,Tizón temprano,13047
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/8387d34a-777f-457f-82ed-24856d75f0cc___RS_Erly.B 6394.JPG,val,Tomato___Early_blight,Tizón temprano,15955
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/d7dd7c0b-8c0f-46e7-88df-18e6f4e01e0b___RS_Erly.B 7687.JPG,val,Tomato___Early_blight,Tizón temprano,12084
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/e221d1fa-e003-44eb-a0b0-57e8fcd73fd3___RS_Erly.B 7571.JPG,val,Tomato___Early_blight,Tizón temprano,12314
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/20459a26-c07a-4592-baf8-6d4172c23cec___RS_Erly.B 8358.JPG,val,Tomato___Early_blight,Tizón temprano,18518
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/289972f1-4f80-432d-8f44-39c16ea787c3___RS_Erly.B 7542.JPG,val,Tomato___Early_blight,Tizón temprano,10810
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/d4f5f0b5-3706-437f-826c-6328d479cba6___RS_Erly.B 9516.JPG,val,Tomato___Early_blight,Tizón temprano,12238
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/70d0d259-85a6-4be5-8d47-dba059c5c259___RS_Erly.B 7539.JPG,val,Tomato___Early_blight,Tizón temprano,11790
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B 8328.JPG,val,Tomato___Early_blight,Tizón temprano,18485
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/73bbd57a-8733-4b2a-a38d-f304ea890c62___RS_Erly.B 9548.JPG,val,Tomato___Early_blight,Tizón temprano,12832
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/26b721c9-94fd-4e19-bb7e-521238eb8a1b___RS_Erly.B 9380.JPG,val,Tomato___Early_blight,Tizón temprano,15864
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/25281e43-2651-423f-8e7e-d354185ccd28___RS_Erly.B 7809.JPG,val,Tomato___Early_blight,Tizón temprano,18095
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/0f12e22b-49a9-4d9a-84bc-76bb86ed2a14___RS_Erly.B 9572.JPG,val,Tomato___Early_blight,Tizón temprano,13885
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f7682a27-eeb7-4e22-89f0-df8531c5fb8f___RS_Erly.B 7728.JPG,val,Tomato___Early_blight,Tizón temprano,16805
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502.JPG,val,Tomato___Early_blight,Tizón temprano,17041
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/6f8046e5-2fc8-4243-a887-b4e99d16397d___RS_Erly.B 6471.JPG,val,Tomato___Early_blight,Tizón temprano,14023
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/8b7b2dbe-cb3d-4ab1-a487-7c7d5553b796___RS_Erly.B 7448.JPG,val,Tomato___Early_blight,Tizón temprano,15551
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/ab26012b-d88e-4b69-b985-1cba46315762___RS_Erly.B 9468.JPG,val,Tomato___Early_blight,Tizón temprano,15440
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/605e0af6-415f-4e25-8f0d-a8f36371732b___RS_Erly.B 7827.JPG,val,Tomato___Early_blight,Tizón temprano,17391
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f6ddeb19-8aa3-40f5-8b60-b2f404f13407___RS_Erly.B 7705.JPG,val,Tomato___Early_blight,Tizón temprano,17356
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/389a93c4-2ea1-4df5-94c6-01ea8ad856db___RS_Erly.B 7720.JPG,val,Tomato___Early_blight,Tizón temprano,15342
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b2b63d7c-d8f7-44ff-b53e-6214ddbed5d9___RS_Erly.B 9509.JPG,val,Tomato___Early_blight,Tizón temprano,17102
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_1c9e0f1a-7314-449c-9482-9059684ac82d___RS_Erly.B 7840.JPG_949a751a-4ac4-45d5-b63f-4da85982c869.JPG,val,Tomato___Early_blight,Tizón temprano,13246
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/bcae6e76-f374-446e-b5c3-a7d18f1444f6___RS_Erly.B 7643.JPG,val,Tomato___Early_blight,Tizón temprano,12949
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f525cb66-09b6-4f96-93dd-d6bc936f5645___RS_Erly.B 7700.JPG,val,Tomato___Early_blight,Tizón temprano,15050
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/b8b9300b-f085-49ce-a052-5c003e493f7e___RS_Erly.B 7507.JPG,val,Tomato___Early_blight,Tizón temprano,12536
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440.JPG_5671f2ad-7765-49bc-a7e4-ce57d80446a9.JPG,val,Tomato___Early_blight,Tizón temprano,13332
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/a7a4d12c-61bf-401d-ab88-0572c4dec56d___RS_Erly.B 9464.JPG,val,Tomato___Early_blight,Tizón temprano,14515
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/da84925b-554a-465d-bdb2-91851f77d5ce___RS_Erly.B 9420.JPG,val,Tomato___Early_blight,Tizón temprano,18939
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/deed458f-ec5b-46c7-9658-c005cf90fc11___RS_Erly.B 7480.JPG,val,Tomato___Early_blight,Tizón temprano,15401
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/59cbcb57-16e3-4e35-a1d6-8672678c9d8d___RS_Erly.B 6489.JPG,val,Tomato___Early_blight,Tizón temprano,15517
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470.JPG,val,Tomato___Early_blight,Tizón temprano,16099
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/c3e85d27-e5e0-4897-a039-22640e696184___RS_Erly.B 9459.JPG,val,Tomato___Early_blight,Tizón temprano,17127
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,val,Tomato___Early_blight,Tizón temprano,13323
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/51764eb9-fb8b-4c8a-9c30-3b474d659751___RS_Erly.B 7529.JPG,val,Tomato___Early_blight,Tizón temprano,15826
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/264bc13b-2bcd-40f8-ae25-23aef0ccdc64___RS_Erly.B 7589.JPG,val,Tomato___Early_blight,Tizón temprano,11562
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216.JPG,val,Tomato___Early_blight,Tizón temprano,18185
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_0efaac13-1988-48db-aec3-f31df3045b95___RS_Erly.B 8342.JPG_b8adca02-e8d6-42d3-b20d-b08f4b4cc689.JPG,val,Tomato___Early_blight,Tizón temprano,19165
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_70ef7eee-0584-44fc-9c5d-95b504554266___RS_Erly.B 7709.JPG_6b351f2e-2c20-4f9d-8951-815f7638de27.JPG,val,Tomato___Early_blight,Tizón temprano,16136
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/e803b217-d9a9-4b0d-9ea1-679145625159___RS_Erly.B 9571.JPG,val,Tomato___Early_blight,Tizón temprano,14346
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/08615b7d-eca7-487e-a9ea-07842ecf81e8___RS_Erly.B 7543.JPG,val,Tomato___Early_blight,Tizón temprano,13096
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/95f5cf16-3e2d-4b96-9f3d-732cf1c60d6e___RS_Erly.B 7564.JPG,val,Tomato___Early_blight,Tizón temprano,10042
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/Tomato___Early_blight_original_dfa9f6bb-92ac-4b41-ac6c-fd2a7ddd093a___RS_Erly.B 8276.JPG_cda29a99-cca6-4d31-a5be-bc742ed2fd0f.JPG,val,Tomato___Early_blight,Tizón temprano,15769
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/5ac465b8-86c9-469a-a656-add4ab1f14e4___RS_Erly.B 6473.JPG,val,Tomato___Early_blight,Tizón temprano,12901
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/cd76ee4d-d516-4189-b40b-12959dc02f91___RS_Erly.B 7798.JPG,val,Tomato___Early_blight,Tizón temprano,23479
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/f459c3ee-91f9-42e4-8a61-8c2b6ba9a435___RS_Erly.B 9522.JPG,val,Tomato___Early_blight,Tizón temprano,12563
/home/claude/tomate_raw/inner/Dataset/val/Tomato___Early_blight/a6041f09-68f2-4865-ad78-81018617d2c4___RS_Erly.B 6450.JPG,val,Tomato___Early_blight,Tizón temprano,14575
